"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1641","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Firefox","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"","535","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred1"
"","786","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Chrome","tests.ProductsNamesTest","checkEachProduct"
"","644","Проверка ошибки при незаполненном поле Password","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"","681","Проверка сортировки стоимости товаров от меньшей к большей","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Chrome","tests.ProductSortTest","checkPriceSortLowToHigh"
"","985","Проверка ошибки при вводе несуществующего пользователя","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred"
"","627","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred1"
"","1485","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Chrome","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"","666","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","983","Негативный тест: проверка валидации при отсутствии фамилии","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkLoginWithEmptyLastName"
"","1033","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Firefox","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"Проверка логина с валидными кредами","852","Проверка успешного перехода в корзину после добавления товаров","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CartTest","Chrome","tests.CartTest","checkCart"
"","979","Проверка сортировки стоимости товаров от меньшей к большей","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Firefox","tests.ProductSortTest","checkPriceSortLowToHigh"
"","986","Валидное заполнение данных на первом шаге оформления заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkCheckoutWithPositiveCred"
"","737","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","545","Проверка ошибки при незаполненном поле Username","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyUserName"
"","585","Проверка ошибки при вводе несуществующего пользователя","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred"
"Проверка логина с валидными кредами","1493","Проверка успешного перехода в корзину после добавления товаров","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CartTest","Firefox","tests.CartTest","checkCart"
"Проверка логина с валидными кредами","893","Проверка логина с валидными кредами","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithPositiveCred"
"","1695","Негативный тест: проверка валидации при отправке пустой формы","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithEmptyFields"
"","699","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","1152","Полный цикл покупки товаров от страницы авторизации до финального подтверждения заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.EndToEndTest","Chrome","tests.EndToEndTest","checkEToETest"
"","1200","Валидное заполнение данных на первом шаге оформления заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithPositiveCred"
"","1392","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Firefox","tests.ProductsNamesTest","checkEachProduct"
"","1385","Проверка алфавитной сортировки товаров в обратном порядке","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Firefox","tests.ProductSortTest","checkSortZA"
"","952","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Firefox","tests.ProductsNamesTest","checkEachProduct"
"","584","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred1"
"","1003","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Firefox","tests.ProductsNamesTest","checkEachProduct"
"","1150","Негативный тест: проверка валидации при отсутствии почтового индекса","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithEmptyZipCode"
