"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1010","Валидное заполнение данных на первом шаге оформления заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithPositiveCred"
"","702","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNegativeCred1"
"","958","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Firefox","tests.ProductsNamesTest","checkEachProduct"
"","1465","Негативный тест: проверка валидации при отсутствии почтового индекса","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Firefox","tests.CheckoutTest","checkCheckoutWithEmptyZipCode"
"","3997","checkLocators","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LocatorsTest","Edge","tests.LocatorsTest","checkLocators"
"","851","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNegativeCred1"
"","1467","Валидное заполнение данных на первом шаге оформления заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Edge","tests.CheckoutTest","checkCheckoutWithPositiveCred"
"","745","Проверка ошибки при незаполненном поле Password","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithEmptyPassword"
"","963","Проверка ошибки при незаполненном поле Password","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","905","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","760","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Chrome","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"Проверка логина с валидными кредами","1547","Проверка успешного перехода в корзину после добавления товаров","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CartTest","Firefox","tests.CartTest","checkCart"
"Проверка логина с валидными кредами","1449","Проверка успешного перехода в корзину после добавления товаров","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CartTest","Edge","tests.CartTest","checkCart"
"","1726","Проверка сортировки стоимости товаров от меньшей к большей","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Firefox","tests.ProductSortTest","checkPriceSortLowToHigh"
"","918","Проверка сортировки стоимости товаров от меньшей к большей","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Edge","tests.ProductSortTest","checkPriceSortLowToHigh"
"","1072","Негативный тест: проверка валидации при отправке пустой формы","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkCheckoutWithEmptyFields"
"","1814","Полный цикл покупки товаров от страницы авторизации до финального подтверждения заказа","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.EndToEndTest","Firefox","tests.EndToEndTest","checkEToETest"
"","1249","Негативный тест: проверка валидации при отсутствии фамилии","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkLoginWithEmptyLastName"
"","1396","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Firefox","tests.ProductsNamesTest","checkEachProduct"
"","716","Проверка сортировки стоимости товаров от меньшей к большей","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Chrome","tests.ProductSortTest","checkPriceSortLowToHigh"
"Проверка логина с валидными кредами","868","Проверка логина с валидными кредами","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithPositiveCred"
"","674","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","1922","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Firefox","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"","908","Проверка ошибки при вводе несуществующего пользователя","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNegativeCred"
"","1742","checkLocators","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LocatorsTest","Firefox","tests.LocatorsTest","checkLocators"
"","1357","Негативный тест: проверка валидации при отсутствии почтового индекса","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Chrome","tests.CheckoutTest","checkCheckoutWithEmptyZipCode"
"","1817","Проверка алфавитной сортировки товаров в обратном порядке","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Firefox","tests.ProductSortTest","checkSortZA"
"","1271","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred1"
"","1895","Проверка соответствия цен конкретных товаров после добавления в корзину","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesAndPricesTest","Edge","tests.ProductsNamesAndPricesTest","testProductsAndPrice"
"","892","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Chrome","tests.ProductsNamesTest","checkEachProduct"
"","652","Проверка различных комбинаций невалидных данных через DataProvider","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Firefox","tests.LoginTest","checkLoginWithNegativeCred1"
"","811","Проверка алфавитной сортировки товаров в обратном порядке","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Chrome","tests.ProductSortTest","checkSortZA"
"","1331","Негативный тест: проверка валидации при отправке пустой формы","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Edge","tests.CheckoutTest","checkCheckoutWithEmptyFields"
"","1071","Проверка алфавитной сортировки товаров в обратном порядке","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductSortTest","Edge","tests.ProductSortTest","checkSortZA"
"","1149","Проверка корректного отображения имени каждого товара в корзине","SauceDemo cross browser suite","2026-06-10","passed","2026-06-10","tests.ProductsNamesTest","Edge","tests.ProductsNamesTest","checkEachProduct"
